program_id,program_name,department,district,start_date,budget_allocated,beneficiaries,completion_rate,budget_utilization,satisfaction_score,social_engagement,sentiment_score,reach_rate,cost_per_beneficiary,roi_score,effectiveness_score,impact_category,implementation_status,risk_level,strategic_recommendation,budget_efficiency_score,beneficiary_scale,satisfaction_category,budget_tier,program_age_days,program_maturity
PRG-01550,Education Assistance,Dinas Pendidikan,Junrejo,2024-04-22,6812821876,19920,79.44,75.13,4.35,65057,0.472,69.1,342009.13,78.01,78.01,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,103.8333555171037,Medium Scale,High,Tier 3,750,Mature
PRG-01551,Youth Entrepreneurship,Dinas Koperasi,Batu,2025-06-02,5034356444,44309,92.69,99.21,3.58,191685,0.316,88.73,113619.27,84.9,84.9,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,85.57605080133052,Large Scale,Moderate,Tier 2,344,Growing
PRG-01552,Digital Literacy Program,DISKOMINFO,Junrejo,2025-08-28,8964825444,31780,77.28,96.57,3.87,199966,0.644,61.96,282090.17,77.62,77.62,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,80.37692865279074,Large Scale,Moderate,Tier 4,257,Growing
PRG-01553,Agricultural Innovation,Dinas Pertanian,Bumiaji,2024-12-27,6016617218,4243,67.62,83.73,3.89,78001,0.789,64.6,1418010.19,74.14,74.14,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,88.54651857159918,Small Scale,Moderate,Tier 3,501,Established
PRG-01554,Smart City Initiative,DISKOMINFO,Batu,2025-08-27,693782303,2835,81.59,82.04,3.67,125541,0.144,64.61,244720.39,73.78,73.78,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,89.93174061433447,Small Scale,Moderate,Tier 1,258,Growing
PRG-01555,Healthcare Outreach,Dinas Kesehatan,Junrejo,2025-08-20,6260652905,31135,76.55,97.17,4.24,105222,0.321,71.03,201080.87,79.56,79.56,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,81.87712256869405,Large Scale,High,Tier 3,265,Growing
PRG-01556,Digital UMKM Empowerment,Dinas Koperasi,Junrejo,2024-12-19,9055340880,12855,92.17,89.26,4.19,32147,0.666,65.55,704421.69,83.45,83.45,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,93.49092538651131,Medium Scale,High,Tier 4,509,Established
PRG-01557,Education Assistance,Dinas Pendidikan,Junrejo,2024-02-27,3340004195,3428,91.4,91.76,4.68,38739,0.352,72.36,974330.28,85.81,85.81,High Impact,Completed,Low,Scale up program implementation.,93.5156931124673,Small Scale,High,Tier 2,805,Mature
PRG-01558,Tourism Promotion Campaign,Dinas Pariwisata,Batu,2025-10-25,3454899995,21648,81.06,93.65,4.68,95279,0.492,64.32,159594.42,82.11,82.11,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,87.67752269087025,Large Scale,High,Tier 2,199,Growing
PRG-01559,Digital Literacy Program,DISKOMINFO,Batu,2024-12-11,1229196312,18248,87.58,87.3,3.76,60395,0.848,85.57,67360.6,84.5,84.5,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,96.79266895761741,Medium Scale,Moderate,Tier 1,517,Established
PRG-01560,Youth Entrepreneurship,Dinas Koperasi,Junrejo,2024-02-08,8503106855,17513,91.85,84.18,4.51,77955,0.294,81.45,485531.14,85.47,85.47,High Impact,Completed,Low,Scale up program implementation.,101.53243050605843,Medium Scale,High,Tier 4,824,Mature
PRG-01561,Agricultural Innovation,Dinas Pertanian,Bumiaji,2025-03-07,1645119397,21880,76.7,90.34,4.13,44614,0.679,89.29,75188.27,83.47,83.47,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,92.39539517378792,Large Scale,High,Tier 1,431,Established
PRG-01562,Environmental Sustainability,Dinas Lingkungan Hidup,Bumiaji,2024-01-23,9028794813,4357,78.0,84.27,4.42,76656,0.808,50.11,2072250.36,77.23,77.23,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,91.64590008306634,Small Scale,High,Tier 4,840,Mature
PRG-01563,Education Assistance,Dinas Pendidikan,Bumiaji,2025-02-03,2597484316,3551,73.78,87.06,4.33,66994,0.844,62.04,731479.67,78.46,78.46,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,90.1217551114174,Small Scale,High,Tier 1,463,Established
PRG-01564,Tourism Promotion Campaign,Dinas Pariwisata,Junrejo,2025-05-23,1958310741,6804,92.11,99.97,3.69,41462,0.688,67.64,287817.57,83.03,83.03,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,83.05491647494249,Medium Scale,Moderate,Tier 1,354,Growing
PRG-01565,Agricultural Innovation,Dinas Pertanian,Junrejo,2025-01-07,8958627800,3089,65.09,90.75,3.28,195399,0.774,100.0,2900170.86,78.41,78.41,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,86.40220385674931,Small Scale,Moderate,Tier 4,490,Established
PRG-01566,Tourism Promotion Campaign,Dinas Pariwisata,Junrejo,2025-10-12,3880781824,36676,90.48,83.01,3.68,185081,0.686,78.82,105812.57,82.19,82.19,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,99.01216720877002,Large Scale,Moderate,Tier 2,212,Growing
PRG-01567,Youth Entrepreneurship,Dinas Koperasi,Batu,2024-10-21,1638832493,32033,98.53,88.44,3.54,88829,0.407,100.0,51160.76,87.54,87.54,High Impact,Expanded,Low,Scale up program implementation.,98.98236092265944,Large Scale,Moderate,Tier 1,568,Established
PRG-01568,Digital Literacy Program,DISKOMINFO,Bumiaji,2025-02-15,3955743663,21030,93.89,88.2,4.07,129514,0.349,48.34,188100.03,78.16,78.16,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,88.61678004535148,Large Scale,High,Tier 2,451,Established
PRG-01569,Agricultural Innovation,Dinas Pertanian,Bumiaji,2024-04-04,2983321097,37234,63.91,83.13,4.56,199771,0.439,81.11,80123.57,77.83,77.83,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,93.62444364248768,Large Scale,High,Tier 2,768,Mature
PRG-01570,Agricultural Innovation,Dinas Pertanian,Junrejo,2024-10-06,9378856075,22332,65.84,86.8,4.12,173934,-0.05,88.52,419973.85,75.85,75.85,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,87.3847926267281,Large Scale,High,Tier 4,583,Established
PRG-01571,Youth Entrepreneurship,Dinas Koperasi,Junrejo,2025-03-13,5695790140,28683,79.59,83.95,4.67,122289,0.946,90.69,198577.21,87.67,87.67,High Impact,Completed,Low,Scale up program implementation.,104.43120905300775,Large Scale,High,Tier 3,425,Established
PRG-01572,Digital UMKM Empowerment,Dinas Koperasi,Bumiaji,2024-11-05,6083066750,18905,71.76,82.36,3.88,47454,0.606,84.2,321770.26,78.16,78.16,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,94.90043710539096,Medium Scale,Moderate,Tier 3,553,Established
PRG-01573,Youth Entrepreneurship,Dinas Koperasi,Junrejo,2024-07-23,6574433463,39436,90.6,85.13,4.02,87545,0.341,68.35,166711.47,80.43,80.43,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,94.47903206860097,Large Scale,High,Tier 3,658,Established
PRG-01574,Digital Literacy Program,DISKOMINFO,Bumiaji,2025-06-11,9169835245,943,93.58,95.71,3.84,169276,0.599,82.68,9724109.49,86.18,86.18,High Impact,Completed,Low,Scale up program implementation.,90.04283773900325,Small Scale,Moderate,Tier 4,335,Growing
PRG-01575,Youth Entrepreneurship,Dinas Koperasi,Batu,2025-08-13,2644063281,36005,81.38,79.91,4.42,62683,0.603,68.59,73436.0,80.24,80.24,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,100.4129645851583,Large Scale,High,Tier 1,272,Growing
PRG-01576,Environmental Sustainability,Dinas Lingkungan Hidup,Junrejo,2025-10-15,3191907159,11654,57.36,90.26,2.95,15323,0.342,100.0,273889.41,72.23,72.23,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,80.02437403057833,Medium Scale,Low,Tier 2,209,Growing
PRG-01577,Youth Entrepreneurship,Dinas Koperasi,Batu,2025-01-08,2486365191,10645,64.61,98.47,4.35,67538,0.371,84.97,233571.18,79.73,79.73,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,80.96882299177415,Medium Scale,High,Tier 1,489,Established
PRG-01578,Tourism Promotion Campaign,Dinas Pariwisata,Batu,2025-12-02,8082893964,27004,96.69,92.7,4.16,84537,0.278,87.73,299322.1,87.63,87.63,High Impact,Expanded,Low,Scale up program implementation.,94.53074433656957,Large Scale,High,Tier 4,161,Early Stage
PRG-01579,Education Assistance,Dinas Pendidikan,Junrejo,2024-11-22,4413307055,5750,79.6,88.63,3.86,59900,0.059,69.19,767531.66,75.59,75.59,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,85.287148820941,Medium Scale,Moderate,Tier 2,536,Established
PRG-01580,Tourism Promotion Campaign,Dinas Pariwisata,Junrejo,2024-09-30,8332777853,33039,89.5,77.18,3.91,88409,0.647,100.0,252210.35,86.23,86.23,High Impact,Completed,Low,Scale up program implementation.,111.72583570873283,Large Scale,Moderate,Tier 4,589,Established
PRG-01581,Public WiFi Expansion,DISKOMINFO,Junrejo,2025-12-04,3082272957,22943,87.5,100.0,3.16,162201,0.347,91.15,134344.81,82.0,82.0,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,82.0,Large Scale,Moderate,Tier 2,159,Early Stage
PRG-01582,Education Assistance,Dinas Pendidikan,Batu,2024-04-26,1144082961,49003,78.26,86.38,4.13,118302,0.207,77.44,23347.2,78.63,78.63,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,91.02801574438529,Large Scale,High,Tier 1,746,Mature
PRG-01583,Smart City Initiative,DISKOMINFO,Batu,2024-11-13,6788518038,25160,83.49,97.71,3.7,44794,0.413,81.16,269813.91,81.51,81.51,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,83.42032545287074,Large Scale,Moderate,Tier 3,545,Established
PRG-01584,Youth Entrepreneurship,Dinas Koperasi,Junrejo,2025-03-08,658929824,38055,89.7,82.02,3.68,31284,0.325,49.9,17315.2,74.22,74.22,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,90.49012435991223,Large Scale,Moderate,Tier 1,430,Established
PRG-01585,Public WiFi Expansion,DISKOMINFO,Junrejo,2024-05-19,4920130680,23987,81.15,100.0,3.38,153308,0.453,80.73,205116.55,79.64,79.64,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,79.64,Large Scale,Moderate,Tier 2,723,Established
PRG-01586,Digital Literacy Program,DISKOMINFO,Bumiaji,2025-07-17,9845785373,21971,92.7,95.34,4.61,129925,0.553,100.0,448126.41,92.93,92.93,High Impact,Completed,Low,Scale up program implementation.,97.47220474092721,Large Scale,High,Tier 4,299,Growing
PRG-01587,Smart City Initiative,DISKOMINFO,Bumiaji,2025-05-12,3859668379,24619,71.64,100.0,5.0,52712,0.426,48.62,156776.0,78.34,78.34,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,78.34,Large Scale,High,Tier 2,365,Growing
PRG-01588,Smart City Initiative,DISKOMINFO,Batu,2024-11-17,7378818522,43449,88.94,87.32,3.33,195626,0.289,44.08,169827.12,71.67,71.67,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,82.0774163994503,Large Scale,Moderate,Tier 3,541,Established
PRG-01589,Digital UMKM Empowerment,Dinas Koperasi,Junrejo,2025-01-07,4304135649,30511,83.19,79.75,4.5,64960,0.084,70.08,141068.32,78.88,78.88,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,98.9090909090909,Large Scale,High,Tier 2,490,Established
PRG-01590,Education Assistance,Dinas Pendidikan,Bumiaji,2024-05-23,1513789043,10060,70.42,93.02,4.08,87861,0.593,100.0,150476.05,83.47,83.47,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,89.73339066867341,Medium Scale,High,Tier 1,719,Established
PRG-01591,Agricultural Innovation,Dinas Pertanian,Bumiaji,2025-05-27,4506927241,8501,80.06,85.8,4.12,169768,0.469,80.89,530164.36,80.99,80.99,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,94.39393939393939,Medium Scale,High,Tier 2,350,Growing
PRG-01592,Youth Entrepreneurship,Dinas Koperasi,Bumiaji,2025-08-17,5876474657,16083,100.0,77.16,4.75,60757,0.44,79.34,365384.24,88.4,88.4,High Impact,Expanded,Low,Scale up program implementation.,114.56713322965268,Medium Scale,High,Tier 3,268,Growing
PRG-01593,Digital UMKM Empowerment,Dinas Koperasi,Batu,2025-09-06,8259662631,15564,81.38,90.81,3.91,159643,0.507,66.87,530690.22,78.49,78.49,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,86.43321220129941,Medium Scale,Moderate,Tier 4,248,Growing
PRG-01594,Healthcare Outreach,Dinas Kesehatan,Bumiaji,2025-02-03,3695279456,40445,80.9,100.0,3.23,6397,0.497,83.83,91365.54,79.65,79.65,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,79.65,Large Scale,Moderate,Tier 2,463,Established
PRG-01595,Education Assistance,Dinas Pendidikan,Batu,2024-05-27,958762697,1630,87.28,99.77,4.19,185193,0.571,52.98,588197.97,80.54,80.54,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,80.72566903878923,Small Scale,High,Tier 1,715,Established
PRG-01596,Tourism Promotion Campaign,Dinas Pariwisata,Junrejo,2025-03-26,6548926971,23287,74.1,100.0,4.36,131805,0.668,73.95,281226.73,82.17,82.17,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,82.17,Large Scale,High,Tier 3,412,Established
PRG-01597,Agricultural Innovation,Dinas Pertanian,Batu,2025-05-17,7086203381,21181,83.96,87.7,3.18,173304,0.398,35.88,334554.71,68.41,68.41,Low Impact,Completed,High,Conduct a strategic review and redesign the program.,78.00456100342075,Large Scale,Moderate,Tier 3,360,Growing
PRG-01598,Digital UMKM Empowerment,Dinas Koperasi,Junrejo,2025-07-12,6615094199,16191,80.11,93.63,4.02,120599,0.173,62.87,408566.13,76.61,76.61,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,81.82206557727226,Medium Scale,High,Tier 3,304,Growing
PRG-01599,Tourism Promotion Campaign,Dinas Pariwisata,Junrejo,2024-05-28,6354031895,7641,79.05,92.47,4.42,142123,0.452,79.86,831570.72,82.93,82.93,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,89.68314047799288,Medium Scale,High,Tier 3,714,Established
PRG-01600,Healthcare Outreach,Dinas Kesehatan,Junrejo,2024-01-22,9324750522,32033,83.25,99.31,3.47,121910,0.443,76.09,291098.26,79.66,79.66,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,80.21347296344778,Large Scale,Moderate,Tier 4,841,Mature
PRG-01601,Tourism Promotion Campaign,Dinas Pariwisata,Junrejo,2025-07-19,6447199197,35389,87.46,87.34,4.24,199879,0.184,75.82,182180.88,81.63,81.63,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,93.46233111976184,Large Scale,High,Tier 3,297,Growing
PRG-01602,Healthcare Outreach,Dinas Kesehatan,Bumiaji,2024-05-04,6695072856,28490,78.69,89.03,4.11,49465,0.677,85.75,234997.29,83.06,83.06,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,93.29439514770303,Large Scale,High,Tier 3,738,Mature
PRG-01603,Smart City Initiative,DISKOMINFO,Junrejo,2024-09-18,1792304779,2283,99.53,88.02,4.33,130860,0.217,65.46,785065.61,83.91,83.91,Moderate Impact,Expanded,Medium,Optimize delivery and improve stakeholder engagement.,95.33060668029994,Small Scale,High,Tier 1,601,Established
PRG-01604,Tourism Promotion Campaign,Dinas Pariwisata,Junrejo,2024-08-03,7562770940,9048,85.97,97.23,4.32,14368,0.557,48.09,835850.02,79.4,79.4,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,81.66203846549419,Medium Scale,High,Tier 4,647,Established
PRG-01605,Smart City Initiative,DISKOMINFO,Junrejo,2024-03-23,8834364363,42151,77.38,63.52,4.04,59073,0.817,67.77,209588.49,75.56,75.56,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,118.95465994962217,Large Scale,High,Tier 4,780,Mature
PRG-01606,Environmental Sustainability,Dinas Lingkungan Hidup,Bumiaji,2025-02-26,9778604024,19439,95.83,82.42,3.97,25315,0.521,73.56,503040.49,83.29,83.29,Moderate Impact,Expanded,Medium,Optimize delivery and improve stakeholder engagement.,101.0555690366416,Medium Scale,Moderate,Tier 4,440,Established
PRG-01607,Digital Literacy Program,DISKOMINFO,Bumiaji,2024-03-08,6306178791,48732,99.69,83.58,4.15,178071,0.599,80.97,129405.29,87.38,87.38,High Impact,Expanded,Low,Scale up program implementation.,104.54654223498444,Large Scale,High,Tier 3,795,Mature
PRG-01608,Agricultural Innovation,Dinas Pertanian,Bumiaji,2025-07-14,7963731970,18097,85.9,92.11,4.53,165628,0.376,87.51,440058.13,86.6,86.6,High Impact,Completed,Low,Scale up program implementation.,94.01802193030072,Medium Scale,High,Tier 4,302,Growing
PRG-01609,Environmental Sustainability,Dinas Lingkungan Hidup,Bumiaji,2024-01-29,3772659618,18909,79.18,84.01,3.05,118339,0.96,73.47,199516.61,76.09,76.09,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,90.57255088679919,Medium Scale,Moderate,Tier 2,834,Mature
PRG-01610,Public WiFi Expansion,DISKOMINFO,Bumiaji,2025-03-30,1084511650,21639,100.0,92.38,5.0,192026,0.493,84.99,50118.38,93.32,93.32,High Impact,Expanded,Low,Scale up program implementation.,101.01753626326044,Large Scale,High,Tier 1,408,Established
PRG-01611,Education Assistance,Dinas Pendidikan,Batu,2025-10-05,6107283971,49087,78.37,78.5,4.96,15718,0.59,82.02,124417.54,84.43,84.43,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,107.55414012738854,Large Scale,High,Tier 3,219,Growing
PRG-01612,Agricultural Innovation,Dinas Pertanian,Batu,2024-04-23,1177842235,27332,61.84,63.28,4.53,9177,0.656,83.03,43093.89,75.58,75.58,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,119.43742098609354,Large Scale,High,Tier 1,749,Mature
PRG-01613,Youth Entrepreneurship,Dinas Koperasi,Bumiaji,2025-10-26,3777758858,13335,63.97,71.71,4.35,125540,0.636,100.0,283296.5,79.87,79.87,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,111.37916608562266,Medium Scale,High,Tier 2,198,Growing
PRG-01614,Agricultural Innovation,Dinas Pertanian,Bumiaji,2025-02-24,6166776123,18424,87.09,86.85,3.45,91426,0.037,100.0,334714.29,81.59,81.59,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,93.94358088658608,Medium Scale,Moderate,Tier 3,442,Established
PRG-01615,Environmental Sustainability,Dinas Lingkungan Hidup,Bumiaji,2024-05-16,1619611566,32239,63.5,94.2,3.23,174998,0.55,46.92,50237.65,66.44,66.44,Low Impact,In Progress,High,Conduct a strategic review and redesign the program.,70.53078556263269,Large Scale,Moderate,Tier 1,726,Established
PRG-01616,Agricultural Innovation,Dinas Pertanian,Junrejo,2024-10-15,1353254184,41701,79.54,77.24,3.61,130401,0.147,78.58,32451.36,74.93,74.93,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,97.0093215950285,Large Scale,Moderate,Tier 1,574,Established
PRG-01617,Education Assistance,Dinas Pendidikan,Junrejo,2024-07-05,2949808800,32658,83.37,88.02,3.5,119209,0.727,75.6,90324.23,79.47,79.47,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,90.28629856850716,Large Scale,Moderate,Tier 2,676,Established
